1 qid:2 1:0.202020 2:0.050505
1 qid:2 1:0.428571 2:0.000000
1 qid:2 1:0.375000 2:0.000000
1 qid:2 1:0.285714 2:0.047619
1 qid:2 1:0.333333 2:0.000000
1 qid:2 1:0.287879 2:0.060606
1 qid:2 1:0.333333 2:0.016667
1 qid:2 1:0.381818 2:0.036364
1 qid:2 1:0.362069 2:0.051724
1 qid:2 1:0.333333 2:0.047619
1 qid:2 1:0.338710 2:0.048387
1 qid:2 1:0.281690 2:0.028169
1 qid:2 1:0.428571 2:0.000000
1 qid:2 1:0.375000 2:0.000000
1 qid:2 1:0.375000 2:0.000000
1 qid:2 1:0.428571 2:0.000000
1 qid:2 1:0.305085 2:0.050847
1 qid:2 1:0.187500 2:0.031250
1 qid:2 1:0.333333 2:0.000000
1 qid:2 1:0.270270 2:0.027027
1 qid:2 1:0.247312 2:0.021505
1 qid:2 1:0.428571 2:0.000000
1 qid:2 1:0.375000 2:0.000000
1 qid:2 1:0.428571 2:0.000000
1 qid:2 1:0.263158 2:0.052632
1 qid:2 1:0.428571 2:0.000000
1 qid:2 1:0.375000 2:0.000000
1 qid:2 1:0.000000 2:0.000000
1 qid:2 1:0.000000 2:0.000000
2 qid:2 1:0.214286 2:0.071429
2 qid:2 1:0.155172 2:0.137931
2 qid:2 1:0.106061 2:0.121212
2 qid:2 1:0.160714 2:0.178571
2 qid:2 1:0.272727 2:0.181818
2 qid:2 1:0.155172 2:0.137931
2 qid:2 1:0.174603 2:0.111111
2 qid:2 1:0.233333 2:0.033333
2 qid:2 1:0.216802 2:0.070461
2 qid:2 1:0.219814 2:0.061920
2 qid:2 1:0.196970 2:0.060606
2 qid:2 1:0.300000 2:0.000000
2 qid:2 1:0.272727 2:0.181818
2 qid:2 1:0.155172 2:0.137931
2 qid:2 1:0.131579 2:0.122807
2 qid:2 1:0.272727 2:0.181818
3 qid:2 1:0.155172 2:0.137931
3 qid:2 1:0.070968 2:0.148387
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.040984 2:0.155738
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.025316 2:0.164557
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.050542 2:0.162455
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.028571 2:0.160714
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.029508 2:0.163934
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.029126 2:0.169903
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.026531 2:0.159184
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.023560 2:0.159686
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.103448 2:0.068966
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.021008 2:0.151261
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.045113 2:0.165414
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.041667 2:0.171875
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.052632 2:0.140351
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.033557 2:0.154362
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.045872 2:0.165138
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.071429 2:0.178571
3 qid:2 1:0.333333 2:0.000000
3 qid:2 1:0.056604 2:0.157233
3 qid:2 1:0.285714 2:0.142857
3 qid:2 1:0.125000 2:0.112500
4 qid:2 1:0.250000 2:0.250000
4 qid:2 1:0.155172 2:0.137931
4 qid:2 1:0.310345 2:0.103448
4 qid:2 1:0.242424 2:0.090909
4 qid:2 1:0.163265 2:0.122449
4 qid:2 1:0.195122 2:0.097561
4 qid:2 1:0.190476 2:0.166667
4 qid:2 1:0.245902 2:0.065574
4 qid:2 1:0.139535 2:0.069767
4 qid:2 1:0.277778 2:0.037037
4 qid:2 1:0.229592 2:0.045918
4 qid:2 1:0.233945 2:0.036697
4 qid:2 1:0.212121 2:0.121212
4 qid:2 1:0.264706 2:0.029412
4 qid:2 1:0.171429 2:0.028571
4 qid:2 1:0.115385 2:0.115385
4 qid:2 1:0.153846 2:0.038462
4 qid:2 1:0.142857 2:0.035714
4 qid:2 1:0.115385 2:0.038462
4 qid:2 1:0.200000 2:0.000000
4 qid:2 1:0.230769 2:0.000000
4 qid:2 1:0.220183 2:0.027523
4 qid:2 1:0.225806 2:0.129032
4 qid:2 1:0.272727 2:0.181818
4 qid:2 1:0.155172 2:0.137931
4 qid:2 1:0.230769 2:0.071006
4 qid:2 1:0.304348 2:0.130435
4 qid:2 1:0.217391 2:0.043478
4 qid:2 1:0.200000 2:0.040000
4 qid:2 1:0.230769 2:0.128205
4 qid:2 1:0.146341 2:0.121951
4 qid:2 1:0.100000 2:0.233333
4 qid:2 1:0.078431 2:0.186275
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.166667 2:0.333333
4 qid:2 1:0.148148 2:0.333333
4 qid:2 1:0.146789 2:0.192661
4 qid:2 1:0.207792 2:0.233766
4 qid:2 1:0.180328 2:0.114754
4 qid:2 1:0.263158 2:0.421053
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.157895 2:0.210526
4 qid:2 1:0.148936 2:0.099291
4 qid:2 1:0.208333 2:0.083333
4 qid:2 1:0.214286 2:0.214286
4 qid:2 1:0.193798 2:0.062016
4 qid:2 1:0.230769 2:0.230769
4 qid:2 1:0.333333 2:0.142857
4 qid:2 1:0.272727 2:0.181818
4 qid:2 1:0.300000 2:0.100000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.164557 2:0.113924
4 qid:2 1:0.197183 2:0.140845
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.150685 2:0.095890
4 qid:2 1:0.197802 2:0.065934
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.180000 2:0.080000
4 qid:2 1:0.130526 2:0.115789
4 qid:2 1:0.107143 2:0.178571
4 qid:2 1:0.194915 2:0.050847
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.176471 2:0.044118
4 qid:2 1:0.062338 2:0.148052
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.213483 2:0.033708
4 qid:2 1:0.250000 2:0.166667
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.300000 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.137931 2:0.172414
4 qid:2 1:0.195652 2:0.065217
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.161677 2:0.083832
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.158228 2:0.063291
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.156863 2:0.078431
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.173611 2:0.076389
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.160256 2:0.064103
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.152866 2:0.063694
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.154762 2:0.065476
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.158228 2:0.063291
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.151899 2:0.069620
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.156250 2:0.075000
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.187500 2:0.041667
4 qid:2 1:0.142012 2:0.071006
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.300000 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.137500 2:0.137500
4 qid:2 1:0.195122 2:0.073171
4 qid:2 1:0.224044 2:0.065574
4 qid:2 1:0.241573 2:0.067416
4 qid:2 1:0.232432 2:0.064865
4 qid:2 1:0.227027 2:0.064865
4 qid:2 1:0.241176 2:0.064706
4 qid:2 1:0.300000 2:0.000000
4 qid:2 1:0.173913 2:0.065217
4 qid:2 1:0.077869 2:0.139344
4 qid:2 1:0.198020 2:0.029703
4 qid:2 1:0.300000 2:0.000000
4 qid:2 1:0.272727 2:0.181818
4 qid:2 1:0.277778 2:0.083333
4 qid:2 1:0.216216 2:0.067568
4 qid:2 1:0.200000 2:0.033333
4 qid:2 1:0.272727 2:0.060606
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.225000 2:0.050000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.375000 2:0.025000
4 qid:2 1:0.181818 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.253333 2:0.053333
4 qid:2 1:0.233766 2:0.025974
4 qid:2 1:0.238095 2:0.031746
4 qid:2 1:0.234375 2:0.031250
4 qid:2 1:0.293103 2:0.034483
4 qid:2 1:0.296296 2:0.037037
4 qid:2 1:0.226667 2:0.053333
4 qid:2 1:0.285714 2:0.035714
4 qid:2 1:0.347826 2:0.021739
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.125000 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.250000 2:0.062500
4 qid:2 1:0.246154 2:0.061538
4 qid:2 1:0.200000 2:0.087500
4 qid:2 1:0.250000 2:0.062500
4 qid:2 1:0.281250 2:0.015625
4 qid:2 1:0.216667 2:0.016667
4 qid:2 1:0.246154 2:0.046154
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.200000 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.298246 2:0.035088
4 qid:2 1:0.309091 2:0.018182
4 qid:2 1:0.274194 2:0.032258
4 qid:2 1:0.288136 2:0.033898
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.181818 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.298246 2:0.035088
4 qid:2 1:0.272727 2:0.036364
4 qid:2 1:0.246914 2:0.024691
4 qid:2 1:0.295082 2:0.049180
4 qid:2 1:0.283333 2:0.050000
4 qid:2 1:0.231884 2:0.057971
4 qid:2 1:0.243243 2:0.040541
4 qid:2 1:0.266667 2:0.033333
4 qid:2 1:0.290909 2:0.036364
4 qid:2 1:0.258065 2:0.064516
4 qid:2 1:0.229167 2:0.041667
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.181818 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.187500 2:0.031250
4 qid:2 1:0.244186 2:0.058140
4 qid:2 1:0.201439 2:0.028777
4 qid:2 1:0.273973 2:0.068493
4 qid:2 1:0.207792 2:0.064935
4 qid:2 1:0.384615 2:0.019231
4 qid:2 1:0.253333 2:0.040000
4 qid:2 1:0.205882 2:0.058824
4 qid:2 1:0.230088 2:0.035398
4 qid:2 1:0.265957 2:0.021277
4 qid:2 1:0.277778 2:0.041667
4 qid:2 1:0.310345 2:0.034483
4 qid:2 1:0.226804 2:0.030928
4 qid:2 1:0.291667 2:0.027778
4 qid:2 1:0.202020 2:0.050505
4 qid:2 1:0.287879 2:0.060606
4 qid:2 1:0.333333 2:0.016667
4 qid:2 1:0.381818 2:0.036364
4 qid:2 1:0.362069 2:0.051724
4 qid:2 1:0.333333 2:0.047619
4 qid:2 1:0.338710 2:0.048387
4 qid:2 1:0.281690 2:0.028169
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.153846 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.270270 2:0.027027
4 qid:2 1:0.247312 2:0.021505
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.312500 2:0.041667
4 qid:2 1:0.428571 2:0.000000
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.214286 2:0.035714
4 qid:2 1:0.217391 2:0.086957
4 qid:2 1:0.098039 2:0.117647
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.238095 2:0.047619
4 qid:2 1:0.161290 2:0.096774
4 qid:2 1:0.190476 2:0.142857
4 qid:2 1:0.115385 2:0.115385
4 qid:2 1:0.038462 2:0.076923
4 qid:2 1:0.500000 2:0.000000
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.192308 2:0.096154
4 qid:2 1:0.269036 2:0.055838
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.375000 2:0.000000
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.437500 2:0.125000
4 qid:2 1:0.181818 2:0.030303
4 qid:2 1:0.307692 2:0.269231
4 qid:2 1:0.229508 2:0.049180
4 qid:2 1:0.272727 2:0.060606
4 qid:2 1:0.236842 2:0.052632
4 qid:2 1:0.235294 2:0.176471
4 qid:2 1:0.280000 2:0.130000
4 qid:2 1:0.280000 2:0.100000
4 qid:2 1:0.294118 2:0.147059
4 qid:2 1:0.208696 2:0.069565
4 qid:2 1:0.223529 2:0.082353
4 qid:2 1:0.555556 2:0.222222
4 qid:2 1:0.272727 2:0.000000
4 qid:2 1:0.294643 2:0.035714
4 qid:2 1:0.280000 2:0.160000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.290909 2:0.018182
4 qid:2 1:0.253968 2:0.023810
4 qid:2 1:0.268293 2:0.024390
4 qid:2 1:0.275000 2:0.025000
4 qid:2 1:0.333333 2:0.190476
4 qid:2 1:0.250000 2:0.019231
4 qid:2 1:0.272727 2:0.036364
4 qid:2 1:0.466667 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.156250 2:0.031250
4 qid:2 1:0.666667 2:0.000000
4 qid:2 1:0.136364 2:0.090909
4 qid:2 1:0.208333 2:0.125000
4 qid:2 1:0.120000 2:0.180000
4 qid:2 1:0.062500 2:0.062500
4 qid:2 1:0.200000 2:0.400000
4 qid:2 1:0.062500 2:0.187500
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.086957 2:0.043478
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.171875 2:0.031250
4 qid:2 1:0.180328 2:0.032787
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.086957 2:0.043478
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.171875 2:0.031250
4 qid:2 1:0.180328 2:0.032787
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.000000 2:0.000000
4 qid:2 1:0.086957 2:0.043478
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.171875 2:0.031250
4 qid:2 1:0.180328 2:0.032787
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.193548 2:0.032258
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.000000 2:0.777778
4 qid:2 1:0.102564 2:0.076923
4 qid:2 1:0.312500 2:0.125000
4 qid:2 1:0.171429 2:0.085714
4 qid:2 1:0.250000 2:0.000000
4 qid:2 1:0.162162 2:0.054054
4 qid:2 1:0.333333 2:0.000000
4 qid:2 1:0.714286 2:0.000000
4 qid:2 1:0.272727 2:0.000000
1 qid:3 1:0.000000 2:0.333333
1 qid:3 1:0.000000 2:0.000000
1 qid:3 1:0.230769 2:0.067308
1 qid:3 1:0.338235 2:0.132353
1 qid:3 1:0.338235 2:0.161765
1 qid:3 1:0.338235 2:0.161765
1 qid:3 1:0.338235 2:0.161765
1 qid:3 1:0.475000 2:0.087500
1 qid:3 1:0.250000 2:0.000000
1 qid:3 1:0.240000 2:0.040000
1 qid:3 1:0.215385 2:0.030769
1 qid:3 1:0.000000 2:0.000000
1 qid:3 1:0.080645 2:0.112903
1 qid:3 1:0.075472 2:0.132075
1 qid:3 1:0.086957 2:0.121739
1 qid:3 1:0.177778 2:0.066667
1 qid:3 1:0.213115 2:0.065574
1 qid:3 1:0.097561 2:0.097561
1 qid:3 1:0.191781 2:0.041096
1 qid:3 1:0.000000 2:0.000000
1 qid:3 1:0.204082 2:0.061224
1 qid:3 1:0.229508 2:0.032787
1 qid:3 1:0.229167 2:0.041667
1 qid:3 1:0.245283 2:0.037736
1 qid:3 1:0.220000 2:0.040000
1 qid:3 1:0.205882 2:0.044118
1 qid:3 1:0.257576 2:0.045455
1 qid:3 1:0.466667 2:0.066667
1 qid:3 1:0.238095 2:0.047619
1 qid:3 1:0.466667 2:0.000000
1 qid:3 1:0.267857 2:0.017857
1 qid:3 1:0.200000 2:0.000000
1 qid:3 1:0.272727 2:0.045455
1 qid:3 1:0.090909 2:0.181818
1 qid:3 1:0.200000 2:0.200000
1 qid:3 1:0.111111 2:0.111111
1 qid:3 1:0.150000 2:0.075000
1 qid:3 1:0.250000 2:0.000000
1 qid:3 1:0.185185 2:0.074074
1 qid:3 1:0.166667 2:0.083333
1 qid:3 1:0.111111 2:0.166667
1 qid:3 1:0.111111 2:0.166667
1 qid:3 1:0.250000 2:0.000000
1 qid:3 1:0.272727 2:0.000000
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.250000 2:0.000000
1 qid:3 1:0.187500 2:0.046875
1 qid:3 1:0.181818 2:0.030303
1 qid:3 1:0.666667 2:0.000000
1 qid:3 1:0.100000 2:0.066667
1 qid:3 1:0.227273 2:0.181818
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.714286 2:0.000000
1 qid:3 1:0.272727 2:0.000000
1 qid:3 1:0.210526 2:0.026316
1 qid:3 1:0.222222 2:0.037037
1 qid:3 1:0.267176 2:0.068702
1 qid:3 1:0.285714 2:0.051020
1 qid:3 1:0.230769 2:0.038462
1 qid:3 1:0.250000 2:0.041667
1 qid:3 1:0.157534 2:0.047945
1 qid:3 1:0.207921 2:0.039604
1 qid:3 1:0.195804 2:0.062937
1 qid:3 1:0.209302 2:0.069767
1 qid:3 1:0.258621 2:0.068966
1 qid:3 1:0.206349 2:0.063492
1 qid:3 1:0.230769 2:0.000000
1 qid:3 1:0.253521 2:0.042254
1 qid:3 1:0.272727 2:0.090909
1 qid:3 1:0.300000 2:0.100000
1 qid:3 1:0.272727 2:0.000000
1 qid:3 1:0.000000 2:0.000000
1 qid:3 1:0.285714 2:0.000000
1 qid:3 1:0.312500 2:0.062500
1 qid:3 1:0.351852 2:0.037037
1 qid:3 1:0.327273 2:0.054545
1 qid:3 1:0.187500 2:0.031250
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.253333 2:0.053333
1 qid:3 1:0.233766 2:0.025974
1 qid:3 1:0.238095 2:0.031746
1 qid:3 1:0.234375 2:0.031250
1 qid:3 1:0.293103 2:0.034483
1 qid:3 1:0.296296 2:0.037037
1 qid:3 1:0.226667 2:0.053333
1 qid:3 1:0.285714 2:0.035714
1 qid:3 1:0.347826 2:0.021739
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.276923 2:0.046154
1 qid:3 1:0.187500 2:0.031250
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.250000 2:0.062500
1 qid:3 1:0.246154 2:0.061538
1 qid:3 1:0.200000 2:0.087500
1 qid:3 1:0.250000 2:0.062500
1 qid:3 1:0.281250 2:0.015625
1 qid:3 1:0.216667 2:0.016667
1 qid:3 1:0.246154 2:0.046154
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.339623 2:0.056604
1 qid:3 1:0.187500 2:0.031250
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.298246 2:0.035088
1 qid:3 1:0.309091 2:0.018182
1 qid:3 1:0.274194 2:0.032258
1 qid:3 1:0.288136 2:0.033898
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.327273 2:0.054545
1 qid:3 1:0.187500 2:0.031250
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.298246 2:0.035088
1 qid:3 1:0.272727 2:0.036364
1 qid:3 1:0.246914 2:0.024691
1 qid:3 1:0.295082 2:0.049180
1 qid:3 1:0.283333 2:0.050000
1 qid:3 1:0.231884 2:0.057971
1 qid:3 1:0.243243 2:0.040541
1 qid:3 1:0.266667 2:0.033333
1 qid:3 1:0.290909 2:0.036364
1 qid:3 1:0.258065 2:0.064516
1 qid:3 1:0.229167 2:0.041667
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.327273 2:0.054545
1 qid:3 1:0.152542 2:0.033898
1 qid:3 1:0.285714 2:0.047619
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.187500 2:0.031250
1 qid:3 1:0.244186 2:0.058140
1 qid:3 1:0.201439 2:0.028777
1 qid:3 1:0.273973 2:0.068493
1 qid:3 1:0.207792 2:0.064935
1 qid:3 1:0.384615 2:0.019231
1 qid:3 1:0.253333 2:0.040000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.285714 2:0.047619
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.205882 2:0.058824
1 qid:3 1:0.230088 2:0.035398
1 qid:3 1:0.265957 2:0.021277
1 qid:3 1:0.277778 2:0.041667
1 qid:3 1:0.310345 2:0.034483
1 qid:3 1:0.226804 2:0.030928
1 qid:3 1:0.291667 2:0.027778
1 qid:3 1:0.202020 2:0.050505
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.285714 2:0.047619
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.287879 2:0.060606
1 qid:3 1:0.333333 2:0.016667
1 qid:3 1:0.381818 2:0.036364
1 qid:3 1:0.362069 2:0.051724
1 qid:3 1:0.333333 2:0.047619
1 qid:3 1:0.338710 2:0.048387
1 qid:3 1:0.281690 2:0.028169
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.305085 2:0.050847
1 qid:3 1:0.187500 2:0.031250
1 qid:3 1:0.333333 2:0.000000
1 qid:3 1:0.270270 2:0.027027
1 qid:3 1:0.247312 2:0.021505
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.263158 2:0.052632
1 qid:3 1:0.428571 2:0.000000
1 qid:3 1:0.375000 2:0.000000
1 qid:3 1:0.000000 2:0.000000
1 qid:3 1:0.000000 2:0.000000
2 qid:3 1:0.214286 2:0.071429
2 qid:3 1:0.155172 2:0.137931
2 qid:3 1:0.120690 2:0.129310
2 qid:3 1:0.160714 2:0.178571
2 qid:3 1:0.272727 2:0.181818
2 qid:3 1:0.155172 2:0.137931
2 qid:3 1:0.173228 2:0.110236
2 qid:3 1:0.233333 2:0.033333
2 qid:3 1:0.216802 2:0.070461
2 qid:3 1:0.219814 2:0.061920
2 qid:3 1:0.196970 2:0.060606
2 qid:3 1:0.300000 2:0.000000
2 qid:3 1:0.272727 2:0.181818
2 qid:3 1:0.155172 2:0.137931
2 qid:3 1:0.131579 2:0.122807
2 qid:3 1:0.272727 2:0.181818
3 qid:3 1:0.155172 2:0.137931
3 qid:3 1:0.094170 2:0.156951
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.042471 2:0.150579
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.046099 2:0.159574
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.019900 2:0.151741
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.033333 2:0.155556
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.035088 2:0.131579
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.020576 2:0.139918
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.047393 2:0.161137
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.031746 2:0.150794
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.116667 2:0.116667
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.083333 2:0.125000
3 qid:3 1:0.333333 2:0.000000
3 qid:3 1:0.112500 2:0.112500
3 qid:3 1:0.500000 2:0.000000
4 qid:3 1:0.272727 2:0.181818
4 qid:3 1:0.155172 2:0.137931
4 qid:3 1:0.310345 2:0.103448
4 qid:3 1:0.242424 2:0.090909
4 qid:3 1:0.163265 2:0.122449
4 qid:3 1:0.195122 2:0.097561
4 qid:3 1:0.190476 2:0.166667
4 qid:3 1:0.245902 2:0.065574
4 qid:3 1:0.139535 2:0.069767
4 qid:3 1:0.277778 2:0.037037
4 qid:3 1:0.229592 2:0.045918
4 qid:3 1:0.233945 2:0.036697
4 qid:3 1:0.212121 2:0.121212
4 qid:3 1:0.264706 2:0.029412
4 qid:3 1:0.171429 2:0.028571
4 qid:3 1:0.115385 2:0.115385
4 qid:3 1:0.153846 2:0.038462
4 qid:3 1:0.142857 2:0.035714
4 qid:3 1:0.115385 2:0.038462
4 qid:3 1:0.200000 2:0.000000
4 qid:3 1:0.230769 2:0.000000
4 qid:3 1:0.220183 2:0.027523
4 qid:3 1:0.225806 2:0.129032
4 qid:3 1:0.272727 2:0.181818
4 qid:3 1:0.155172 2:0.137931
4 qid:3 1:0.230769 2:0.071006
4 qid:3 1:0.304348 2:0.130435
4 qid:3 1:0.217391 2:0.043478
4 qid:3 1:0.200000 2:0.040000
4 qid:3 1:0.230769 2:0.128205
4 qid:3 1:0.146341 2:0.121951
4 qid:3 1:0.100000 2:0.233333
4 qid:3 1:0.078431 2:0.186275
4 qid:3 1:0.000000 2:0.000000
4 qid:3 1:0.166667 2:0.333333
4 qid:3 1:0.148148 2:0.333333
4 qid:3 1:0.146789 2:0.192661
4 qid:3 1:0.207792 2:0.233766
4 qid:3 1:0.180328 2:0.114754
4 qid:3 1:0.263158 2:0.421053
4 qid:3 1:0.000000 2:0.000000
4 qid:3 1:0.157895 2:0.210526
